sample1	sample2	distance
0302010002030300002010000100000000100001	3210001000010103210010000001000001101200	0.525
0302010002030300002010000100000000100001	0332130001020130300000010010211010001013	0.475
0302010002030300002010000100000000100001	0000300102101100010002030002100001010000	0.475
0302010002030300002010000100000000100001	0010000300310000001002030000110001000000	0.525
0302010002030300002010000100000000100001	0000010000000120001001121000010000000300	0.575
0302010002030300002010000100000000100001	0000010010310013010120000010111000011210	0.4
0302010002030300002010000100000000100001	3012001001300100110000000000000001220200	0.525
0302010002030300002010000100000000100001	0111100103000000100212001011220310003010	0.375
0302010002030300002010000100000000100001	0200303000002000010000120002230200231012	0.4
0302010002030300002010000100000000100001	0000002200130300010000100000000000000010	0.625
0302010002030300002010000100000000100001	0011002000310000003000001100000010000102	0.6
0302010002030300002010000100000000100001	1000003100121001003020030110100000031013	0.45
0302010002030300002010000100000000100001	0001030210100000012200100001030001020000	0.5
0302010002030300002010000100000000100001	0100010101000002100003110001101000010001	0.525
0302010002030300002010000100000000100001	1011000101001101110003100030202131010002	0.325
0100130030000000010200000101300000100300	0101012010131010011002001002112122010000	0.4
0100130030000000010200000101300000100300	0121000130000020210001002000110030000010	0.55
0100130030000000010200000101300000100300	0000300000011010000301003000000000200100	0.6
0100130030000000010200000101300000100300	0000100100031010100301010101130020000000	0.575
0100130030000000010200000101300000100300	1000010000000001001021000110003000002000	0.55
0100130030000000010200000101300000100300	0001000000300300000000010003020000030030	0.55
0100130030000000010200000101300000100300	0300121000013000000000300210110000100002	0.6
0100130030000000010200000101300000100300	0120010210020000030011212000000102010000	0.475
0100130030000000010200000101300000100300	0000000101120000301100001000110300000310	0.5
0100130030000000010200000101300000100300	0000000010012301010123010010002001000100	0.5
0100130030000000010200000101300000100300	1010020110000000000312111030313110000011	0.375
0100130030000000010200000101300000100300	1031100111002000000120300030000001003001	0.45
0100130030000000010200000101300000100300	3011001000000001001300010132000110110000	0.5
0100130030000000010200000101300000100300	0000000000030100000011001020000000300000	0.575
0100130030000000010200000101300000100300	3001000002100000002112001002000001200000	0.5
0100130030000000010200000101300000100300	0000300101000000000303030020002001100000	0.575
0100130030000000010200000101300000100300	0100100001002101010001100100020001300330	0.625
0100130030000000010200000101300000100300	2110010101010120000010003203301010100100	0.525
0100130030000000010200000101300000100300	0000011101000000100111002020100000100120	0.525
0100130030000000010200000101300000100300	0000203300003001000100000010000000003023	0.525
0100130030000000010200000101300000100300	1001000000013113100103000002001002313020	0.375
0100130030000000010200000101300000100300	2300100001000002112001100020001001030011	0.45
0100130030000000010200000101300000100300	0000001000001031020312000210330101120100	0.5
0100130030000000010200000101300000100300	0000000003001000100210211000011100000000	0.5
0100130030000000010200000101300000100300	1030011200031110103100003031010003001100	0.375
0100130030000000010200000101300000100300	0010200003000000100200200021100000201133	0.575
0100130030000000010200000101300000100300	0000200000000301000301010020002100011100	0.5
0100130030000000010200000101300000100300	0101012000200010200130000000002000100100	0.6
0100130030000000010200000101300000100300	0020010311003001200121000000120100312000	0.425
0100130030000000010200000101300000100300	0110002020000010102100002003030000200000	0.575
0100130030000000010200000101300000100300	0030000000200001000000122002021112010100	0.425
0100130030000000010200000101300000100300	0000001010000000121000110100101003000001	0.55
0100130030000000010200000101300000100300	1002000003021200122000010003010010100031	0.425
0100130030000000010200000101300000100300	0011000301100111001120112000302110012001	0.275
0100130030000000010200000101300000100300	1001023201000103000100010100001000210002	0.475
0100130030000000010200000101300000100300	0302010002030300002010000100000000100001	0.6
0100130030000000010200000101300000100300	1110202200010203120110310030120001133000	0.375
0100130030000000010200000101300000100300	0000231010120020001000003010011031210000	0.45
0100130030000000010200000101300000100300	0100010000003001021100100001000021000001	0.6
0100130030000000010200000101300000100300	1000010100110000200001000000000100101000	0.55
0100130030000000010200000101300000100300	0002000110101000010000300000101100100012	0.55
0100130030000000010200000101300000100300	0300230010000000202100200110020000100000	0.675
0100130030000000010200000101300000100300	0100202030020000100000100000011000000001	0.6
0100130030000000010200000101300000100300	0100000330100230000000101001100203200100	0.6
0100130030000000010200000101300000100300	1311001033030201000000010101000200110001	0.525
0100130030000000010200000101300000100300	0003000033320200000220300010020001110120	0.5
0100130030000000010200000101300000100300	3100000100030210000003201011103100100010	0.5
0100130030000000010200000101300000100300	1000010013110000002301100300100010001230	0.475
0100130030000000010200000101300000100300	0130200300303100130000310003000013000000	0.5
0100130030000000010200000101300000100300	3210001000010103210010000001000001101200	0.55
0100130030000000010200000101300000100300	0332130001020130300000010010211010001013	0.4
0100130030000000010200000101300000100300	0000300102101100010002030002100001010000	0.525
0100130030000000010200000101300000100300	0010000300310000001002030000110001000000	0.5
0100130030000000010200000101300000100300	0000010000000120001001121000010000000300	0.55
0100130030000000010200000101300000100300	0000010010310013010120000010111000011210	0.475
0100130030000000010200000101300000100300	3012001001300100110000000000000001220200	0.5
0100130030000000010200000101300000100300	0111100103000000100212001011220310003010	0.475
0100130030000000010200000101300000100300	0200303000002000010000120002230200231012	0.5
0100130030000000010200000101300000100300	0000002200130300010000100000000000000010	0.575
0100130030000000010200000101300000100300	0011002000310000003000001100000010000102	0.525
0100130030000000010200000101300000100300	1000003100121001003020030110100000031013	0.375
0100130030000000010200000101300000100300	0001030210100000012200100001030001020000	0.625
0100130030000000010200000101300000100300	0100010101000002100003110001101000010001	0.525
1110202200010203120110310030120001133000	0101012010131010011002001002112122010000	0.2
1110202200010203120110310030120001133000	0121000130000020210001002000110030000010	0.325
1110202200010203120110310030120001133000	0000300000011010000301003000000000200100	0.35
1110202200010203120110310030120001133000	0000100100031010100301010101130020000000	0.375
1110202200010203120110310030120001133000	1000010000000001001021000110003000002000	0.35
1110202200010203120110310030120001133000	0001000000300300000000010003020000030030	0.425
1110202200010203120110310030120001133000	0300121000013000000000300210110000100002	0.45
1110202200010203120110310030120001133000	0120010210020000030011212000000102010000	0.425
1110202200010203120110310030120001133000	0000000101120000301100001000110300000310	0.325
1110202200010203120110310030120001133000	0000000010012301010123010010002001000100	0.425
1110202200010203120110310030120001133000	1010020110000000000312111030313110000011	0.35
1110202200010203120110310030120001133000	1031100111002000000120300030000001003001	0.475
1110202200010203120110310030120001133000	3011001000000001001300010132000110110000	0.4
1110202200010203120110310030120001133000	0000000000030100000011001020000000300000	0.425
1110202200010203120110310030120001133000	3001000002100000002112001002000001200000	0.35
1110202200010203120110310030120001133000	0000300101000000000303030020002001100000	0.425
1110202200010203120110310030120001133000	0100100001002101010001100100020001300330	0.375
1110202200010203120110310030120001133000	2110010101010120000010003203301010100100	0.35
1110202200010203120110310030120001133000	0000011101000000100111002020100000100120	0.425
1110202200010203120110310030120001133000	0000203300003001000100000010000000003023	0.45
1110202200010203120110310030120001133000	1001000000013113100103000002001002313020	0.425
1110202200010203120110310030120001133000	2300100001000002112001100020001001030011	0.375
1110202200010203120110310030120001133000	0000001000001031020312000210330101120100	0.4
1110202200010203120110310030120001133000	0000000003001000100210211000011100000000	0.4
1110202200010203120110310030120001133000	1030011200031110103100003031010003001100	0.4
1110202200010203120110310030120001133000	0010200003000000100200200021100000201133	0.425
1110202200010203120110310030120001133000	0000200000000301000301010020002100011100	0.4
1110202200010203120110310030120001133000	0101012000200010200130000000002000100100	0.4
1110202200010203120110310030120001133000	0020010311003001200121000000120100312000	0.375
1110202200010203120110310030120001133000	0110002020000010102100002003030000200000	0.45
1110202200010203120110310030120001133000	0030000000200001000000122002021112010100	0.3
1110202200010203120110310030120001133000	0000001010000000121000110100101003000001	0.425
1110202200010203120110310030120001133000	1002000003021200122000010003010010100031	0.4
1110202200010203120110310030120001133000	0011000301100111001120112000302110012001	0.275
1110202200010203120110310030120001133000	1001023201000103000100010100001000210002	0.425
1110202200010203120110310030120001133000	0302010002030300002010000100000000100001	0.35
1110202200010203120110310030120001133000	0100130030000000010200000101300000100300	0.375
1110202200010203120110310030120001133000	0000231010120020001000003010011031210000	0.3
1110202200010203120110310030120001133000	0100010000003001021100100001000021000001	0.4
1110202200010203120110310030120001133000	1000010100110000200001000000000100101000	0.425
1110202200010203120110310030120001133000	0002000110101000010000300000101100100012	0.325
1110202200010203120110310030120001133000	0300230010000000202100200110020000100000	0.45
1110202200010203120110310030120001133000	0100202030020000100000100000011000000001	0.475
1110202200010203120110310030120001133000	0100000330100230000000101001100203200100	0.35
1110202200010203120110310030120001133000	1311001033030201000000010101000200110001	0.4
1110202200010203120110310030120001133000	0003000033320200000220300010020001110120	0.425
1110202200010203120110310030120001133000	3100000100030210000003201011103100100010	0.375
1110202200010203120110310030120001133000	1000010013110000002301100300100010001230	0.275
1110202200010203120110310030120001133000	0130200300303100130000310003000013000000	0.475
1110202200010203120110310030120001133000	3210001000010103210010000001000001101200	0.55
1110202200010203120110310030120001133000	0332130001020130300000010010211010001013	0.275
1110202200010203120110310030120001133000	0000300102101100010002030002100001010000	0.375
1110202200010203120110310030120001133000	0010000300310000001002030000110001000000	0.475
1110202200010203120110310030120001133000	0000010000000120001001121000010000000300	0.3
1110202200010203120110310030120001133000	0000010010310013010120000010111000011210	0.375
1110202200010203120110310030120001133000	3012001001300100110000000000000001220200	0.425
1110202200010203120110310030120001133000	0111100103000000100212001011220310003010	0.4
1110202200010203120110310030120001133000	0200303000002000010000120002230200231012	0.35
1110202200010203120110310030120001133000	0000002200130300010000100000000000000010	0.45
1110202200010203120110310030120001133000	0011002000310000003000001100000010000102	0.325
1110202200010203120110310030120001133000	1000003100121001003020030110100000031013	0.375
1110202200010203120110310030120001133000	0001030210100000012200100001030001020000	0.35
0000231010120020001000003010011031210000	0101012010131010011002001002112122010000	0.525
0000231010120020001000003010011031210000	0121000130000020210001002000110030000010	0.45
0000231010120020001000003010011031210000	0000300000011010000301003000000000200100	0.55
0000231010120020001000003010011031210000	0000100100031010100301010101130020000000	0.375
0000231010120020001000003010011031210000	1000010000000001001021000110003000002000	0.5
0000231010120020001000003010011031210000	0001000000300300000000010003020000030030	0.475
0000231010120020001000003010011031210000	0300121000013000000000300210110000100002	0.525
0000231010120020001000003010011031210000	0120010210020000030011212000000102010000	0.45
0000231010120020001000003010011031210000	0000000101120000301100001000110300000310	0.5
0000231010120020001000003010011031210000	0000000010012301010123010010002001000100	0.45
0000231010120020001000003010011031210000	1010020110000000000312111030313110000011	0.35
0000231010120020001000003010011031210000	1031100111002000000120300030000001003001	0.375
0000231010120020001000003010011031210000	3011001000000001001300010132000110110000	0.45
0000231010120020001000003010011031210000	0000000000030100000011001020000000300000	0.525
0000231010120020001000003010011031210000	3001000002100000002112001002000001200000	0.5
0000231010120020001000003010011031210000	0000300101000000000303030020002001100000	0.5
0000231010120020001000003010011031210000	0100100001002101010001100100020001300330	0.35
0000231010120020001000003010011031210000	2110010101010120000010003203301010100100	0.4
0000231010120020001000003010011031210000	0000011101000000100111002020100000100120	0.4
0000231010120020001000003010011031210000	0000203300003001000100000010000000003023	0.475
0000231010120020001000003010011031210000	1001000000013113100103000002001002313020	0.375
0000231010120020001000003010011031210000	2300100001000002112001100020001001030011	0.4
0000231010120020001000003010011031210000	0000001000001031020312000210330101120100	0.425
0000231010120020001000003010011031210000	0000000003001000100210211000011100000000	0.45
0000231010120020001000003010011031210000	1030011200031110103100003031010003001100	0.425
0000231010120020001000003010011031210000	0010200003000000100200200021100000201133	0.375
0000231010120020001000003010011031210000	0000200000000301000301010020002100011100	0.45
0000231010120020001000003010011031210000	0101012000200010200130000000002000100100	0.45
0000231010120020001000003010011031210000	0020010311003001200121000000120100312000	0.35
0000231010120020001000003010011031210000	0110002020000010102100002003030000200000	0.5
0000231010120020001000003010011031210000	0030000000200001000000122002021112010100	0.475
0000231010120020001000003010011031210000	0000001010000000121000110100101003000001	0.525
0000231010120020001000003010011031210000	1002000003021200122000010003010010100031	0.375
0000231010120020001000003010011031210000	0011000301100111001120112000302110012001	0.325
0000231010120020001000003010011031210000	1001023201000103000100010100001000210002	0.425
0000231010120020001000003010011031210000	0302010002030300002010000100000000100001	0.425
0000231010120020001000003010011031210000	0100130030000000010200000101300000100300	0.45
0000231010120020001000003010011031210000	1110202200010203120110310030120001133000	0.3
0000231010120020001000003010011031210000	0100010000003001021100100001000021000001	0.45
0000231010120020001000003010011031210000	1000010100110000200001000000000100101000	0.475
0000231010120020001000003010011031210000	0002000110101000010000300000101100100012	0.45
0000231010120020001000003010011031210000	0300230010000000202100200110020000100000	0.575
0000231010120020001000003010011031210000	0100202030020000100000100000011000000001	0.6
0000231010120020001000003010011031210000	0100000330100230000000101001100203200100	0.45
0000231010120020001000003010011031210000	1311001033030201000000010101000200110001	0.35
0000231010120020001000003010011031210000	0003000033320200000220300010020001110120	0.5
0000231010120020001000003010011031210000	3100000100030210000003201011103100100010	0.375
0000231010120020001000003010011031210000	1000010013110000002301100300100010001230	0.4
0000231010120020001000003010011031210000	0130200300303100130000310003000013000000	0.375
0000231010120020001000003010011031210000	3210001000010103210010000001000001101200	0.375
0000231010120020001000003010011031210000	0332130001020130300000010010211010001013	0.45
0000231010120020001000003010011031210000	0000300102101100010002030002100001010000	0.45
0000231010120020001000003010011031210000	0010000300310000001002030000110001000000	0.55
0000231010120020001000003010011031210000	0000010000000120001001121000010000000300	0.55
0000231010120020001000003010011031210000	0000010010310013010120000010111000011210	0.525
0000231010120020001000003010011031210000	3012001001300100110000000000000001220200	0.475
0000231010120020001000003010011031210000	0111100103000000100212001011220310003010	0.275
0000231010120020001000003010011031210000	0200303000002000010000120002230200231012	0.35
0000231010120020001000003010011031210000	0000002200130300010000100000000000000010	0.5
0000231010120020001000003010011031210000	0011002000310000003000001100000010000102	0.475
0000231010120020001000003010011031210000	1000003100121001003020030110100000031013	0.4
0100010000003001021100100001000021000001	0101012010131010011002001002112122010000	0.475
0100010000003001021100100001000021000001	0121000130000020210001002000110030000010	0.45
0100010000003001021100100001000021000001	0000300000011010000301003000000000200100	0.525
0100010000003001021100100001000021000001	0000100100031010100301010101130020000000	0.5
0100010000003001021100100001000021000001	1000010000000001001021000110003000002000	0.6
0100010000003001021100100001000021000001	0001000000300300000000010003020000030030	0.525
0100010000003001021100100001000021000001	0300121000013000000000300210110000100002	0.525
0100010000003001021100100001000021000001	0120010210020000030011212000000102010000	0.5
0100010000003001021100100001000021000001	0000000101120000301100001000110300000310	0.475
0100010000003001021100100001000021000001	0000000010012301010123010010002001000100	0.55
0100010000003001021100100001000021000001	1010020110000000000312111030313110000011	0.4
0100010000003001021100100001000021000001	1031100111002000000120300030000001003001	0.525
0100010000003001021100100001000021000001	3011001000000001001300010132000110110000	0.5
0100010000003001021100100001000021000001	0000000000030100000011001020000000300000	0.525
0100010000003001021100100001000021000001	3001000002100000002112001002000001200000	0.55
0100010000003001021100100001000021000001	0000300101000000000303030020002001100000	0.525
0100010000003001021100100001000021000001	0100100001002101010001100100020001300330	0.575
0100010000003001021100100001000021000001	2110010101010120000010003203301010100100	0.4
0100010000003001021100100001000021000001	0000011101000000100111002020100000100120	0.45
0100010000003001021100100001000021000001	0000203300003001000100000010000000003023	0.625
0100010000003001021100100001000021000001	1001000000013113100103000002001002313020	0.45
0100010000003001021100100001000021000001	2300100001000002112001100020001001030011	0.55
0100010000003001021100100001000021000001	0000001000001031020312000210330101120100	0.475
0100010000003001021100100001000021000001	0000000003001000100210211000011100000000	0.5
0100010000003001021100100001000021000001	1030011200031110103100003031010003001100	0.45
0100010000003001021100100001000021000001	0010200003000000100200200021100000201133	0.475
0100010000003001021100100001000021000001	0000200000000301000301010020002100011100	0.475
0100010000003001021100100001000021000001	0101012000200010200130000000002000100100	0.55
0100010000003001021100100001000021000001	0020010311003001200121000000120100312000	0.475
0100010000003001021100100001000021000001	0110002020000010102100002003030000200000	0.55
0100010000003001021100100001000021000001	0030000000200001000000122002021112010100	0.525
0100010000003001021100100001000021000001	0000001010000000121000110100101003000001	0.625
0100010000003001021100100001000021000001	1002000003021200122000010003010010100031	0.5
0100010000003001021100100001000021000001	0011000301100111001120112000302110012001	0.45
0100010000003001021100100001000021000001	1001023201000103000100010100001000210002	0.45
0100010000003001021100100001000021000001	0302010002030300002010000100000000100001	0.575
0100010000003001021100100001000021000001	0100130030000000010200000101300000100300	0.6
0100010000003001021100100001000021000001	1110202200010203120110310030120001133000	0.4
0100010000003001021100100001000021000001	0000231010120020001000003010011031210000	0.45
0100010000003001021100100001000021000001	1000010100110000200001000000000100101000	0.5
0100010000003001021100100001000021000001	0002000110101000010000300000101100100012	0.475
0100010000003001021100100001000021000001	0300230010000000202100200110020000100000	0.55
0100010000003001021100100001000021000001	0100202030020000100000100000011000000001	0.6
0100010000003001021100100001000021000001	0100000330100230000000101001100203200100	0.525
0100010000003001021100100001000021000001	1311001033030201000000010101000200110001	0.45
0100010000003001021100100001000021000001	0003000033320200000220300010020001110120	0.4
0100010000003001021100100001000021000001	3100000100030210000003201011103100100010	0.425
0100010000003001021100100001000021000001	1000010013110000002301100300100010001230	0.475
0100010000003001021100100001000021000001	0130200300303100130000310003000013000000	0.575
0100010000003001021100100001000021000001	3210001000010103210010000001000001101200	0.5
0100010000003001021100100001000021000001	0332130001020130300000010010211010001013	0.325
0100010000003001021100100001000021000001	0000300102101100010002030002100001010000	0.5
0100010000003001021100100001000021000001	0010000300310000001002030000110001000000	0.55
0100010000003001021100100001000021000001	0000010000000120001001121000010000000300	0.6
0100010000003001021100100001000021000001	0000010010310013010120000010111000011210	0.425
0100010000003001021100100001000021000001	3012001001300100110000000000000001220200	0.45
0100010000003001021100100001000021000001	0111100103000000100212001011220310003010	0.375
0100010000003001021100100001000021000001	0200303000002000010000120002230200231012	0.475
0100010000003001021100100001000021000001	0000002200130300010000100000000000000010	0.575
0100010000003001021100100001000021000001	0011002000310000003000001100000010000102	0.5
1000010100110000200001000000000100101000	0101012010131010011002001002112122010000	0.425
1000010100110000200001000000000100101000	0121000130000020210001002000110030000010	0.55
1000010100110000200001000000000100101000	0000300000011010000301003000000000200100	0.65
1000010100110000200001000000000100101000	0000100100031010100301010101130020000000	0.55
1000010100110000200001000000000100101000	1000010000000001001021000110003000002000	0.675
1000010100110000200001000000000100101000	0001000000300300000000010003020000030030	0.575
1000010100110000200001000000000100101000	0300121000013000000000300210110000100002	0.55
1000010100110000200001000000000100101000	0120010210020000030011212000000102010000	0.575
1000010100110000200001000000000100101000	0000000101120000301100001000110300000310	0.6
1000010100110000200001000000000100101000	0000000010012301010123010010002001000100	0.475
1000010100110000200001000000000100101000	1010020110000000000312111030313110000011	0.475
1000010100110000200001000000000100101000	1031100111002000000120300030000001003001	0.5
1000010100110000200001000000000100101000	3011001000000001001300010132000110110000	0.5
1000010100110000200001000000000100101000	0000000000030100000011001020000000300000	0.675
1000010100110000200001000000000100101000	3001000002100000002112001002000001200000	0.575
1000010100110000200001000000000100101000	0000300101000000000303030020002001100000	0.625
1000010100110000200001000000000100101000	0100100001002101010001100100020001300330	0.45
1000010100110000200001000000000100101000	2110010101010120000010003203301010100100	0.525
1000010100110000200001000000000100101000	0000011101000000100111002020100000100120	0.625
1000010100110000200001000000000100101000	0000203300003001000100000010000000003023	0.55
1000010100110000200001000000000100101000	1001000000013113100103000002001002313020	0.525
1000010100110000200001000000000100101000	2300100001000002112001100020001001030011	0.45
1000010100110000200001000000000100101000	0000001000001031020312000210330101120100	0.45
1000010100110000200001000000000100101000	0000000003001000100210211000011100000000	0.55
1000010100110000200001000000000100101000	1030011200031110103100003031010003001100	0.5
1000010100110000200001000000000100101000	0010200003000000100200200021100000201133	0.5
1000010100110000200001000000000100101000	0000200000000301000301010020002100011100	0.6
1000010100110000200001000000000100101000	0101012000200010200130000000002000100100	0.625
1000010100110000200001000000000100101000	0020010311003001200121000000120100312000	0.6
1000010100110000200001000000000100101000	0110002020000010102100002003030000200000	0.5
1000010100110000200001000000000100101000	0030000000200001000000122002021112010100	0.475
1000010100110000200001000000000100101000	0000001010000000121000110100101003000001	0.475
1000010100110000200001000000000100101000	1002000003021200122000010003010010100031	0.5
1000010100110000200001000000000100101000	0011000301100111001120112000302110012001	0.375
1000010100110000200001000000000100101000	1001023201000103000100010100001000210002	0.5
1000010100110000200001000000000100101000	0302010002030300002010000100000000100001	0.6
1000010100110000200001000000000100101000	0100130030000000010200000101300000100300	0.55
1000010100110000200001000000000100101000	1110202200010203120110310030120001133000	0.425
1000010100110000200001000000000100101000	0000231010120020001000003010011031210000	0.475
1000010100110000200001000000000100101000	0100010000003001021100100001000021000001	0.5
1000010100110000200001000000000100101000	0002000110101000010000300000101100100012	0.625
1000010100110000200001000000000100101000	0300230010000000202100200110020000100000	0.575
1000010100110000200001000000000100101000	0100202030020000100000100000011000000001	0.55
1000010100110000200001000000000100101000	0100000330100230000000101001100203200100	0.525
1000010100110000200001000000000100101000	1311001033030201000000010101000200110001	0.475
1000010100110000200001000000000100101000	0003000033320200000220300010020001110120	0.45
1000010100110000200001000000000100101000	3100000100030210000003201011103100100010	0.575
1000010100110000200001000000000100101000	1000010013110000002301100300100010001230	0.65
1000010100110000200001000000000100101000	0130200300303100130000310003000013000000	0.475
1000010100110000200001000000000100101000	3210001000010103210010000001000001101200	0.6
1000010100110000200001000000000100101000	0332130001020130300000010010211010001013	0.4
1000010100110000200001000000000100101000	0000300102101100010002030002100001010000	0.55
1000010100110000200001000000000100101000	0010000300310000001002030000110001000000	0.625
1000010100110000200001000000000100101000	0000010000000120001001121000010000000300	0.6
1000010100110000200001000000000100101000	0000010010310013010120000010111000011210	0.5
1000010100110000200001000000000100101000	3012001001300100110000000000000001220200	0.525
1000010100110000200001000000000100101000	0111100103000000100212001011220310003010	0.425
1000010100110000200001000000000100101000	0200303000002000010000120002230200231012	0.45
1000010100110000200001000000000100101000	0000002200130300010000100000000000000010	0.65
0002000110101000010000300000101100100012	0101012010131010011002001002112122010000	0.5
0002000110101000010000300000101100100012	0121000130000020210001002000110030000010	0.575
0002000110101000010000300000101100100012	0000300000011010000301003000000000200100	0.525
0002000110101000010000300000101100100012	0000100100031010100301010101130020000000	0.475
0002000110101000010000300000101100100012	1000010000000001001021000110003000002000	0.45
0002000110101000010000300000101100100012	0001000000300300000000010003020000030030	0.55
0002000110101000010000300000101100100012	0300121000013000000000300210110000100002	0.575
0002000110101000010000300000101100100012	0120010210020000030011212000000102010000	0.475
0002000110101000010000300000101100100012	0000000101120000301100001000110300000310	0.575
0002000110101000010000300000101100100012	0000000010012301010123010010002001000100	0.475
0002000110101000010000300000101100100012	1010020110000000000312111030313110000011	0.5
0002000110101000010000300000101100100012	1031100111002000000120300030000001003001	0.525
0002000110101000010000300000101100100012	3011001000000001001300010132000110110000	0.425
0002000110101000010000300000101100100012	0000000000030100000011001020000000300000	0.525
0002000110101000010000300000101100100012	3001000002100000002112001002000001200000	0.475
0002000110101000010000300000101100100012	0000300101000000000303030020002001100000	0.55
0002000110101000010000300000101100100012	0100100001002101010001100100020001300330	0.45
0002000110101000010000300000101100100012	2110010101010120000010003203301010100100	0.4
0002000110101000010000300000101100100012	0000011101000000100111002020100000100120	0.5
0002000110101000010000300000101100100012	0000203300003001000100000010000000003023	0.525
0002000110101000010000300000101100100012	1001000000013113100103000002001002313020	0.4
0002000110101000010000300000101100100012	2300100001000002112001100020001001030011	0.475
0002000110101000010000300000101100100012	0000001000001031020312000210330101120100	0.45
0002000110101000010000300000101100100012	0000000003001000100210211000011100000000	0.575
0002000110101000010000300000101100100012	1030011200031110103100003031010003001100	0.275
0002000110101000010000300000101100100012	0010200003000000100200200021100000201133	0.475
0002000110101000010000300000101100100012	0000200000000301000301010020002100011100	0.45
0002000110101000010000300000101100100012	0101012000200010200130000000002000100100	0.5
0002000110101000010000300000101100100012	0020010311003001200121000000120100312000	0.475
0002000110101000010000300000101100100012	0110002020000010102100002003030000200000	0.425
0002000110101000010000300000101100100012	0030000000200001000000122002021112010100	0.475
0002000110101000010000300000101100100012	0000001010000000121000110100101003000001	0.6
0002000110101000010000300000101100100012	1002000003021200122000010003010010100031	0.5
0002000110101000010000300000101100100012	0011000301100111001120112000302110012001	0.4
0002000110101000010000300000101100100012	1001023201000103000100010100001000210002	0.475
0002000110101000010000300000101100100012	0302010002030300002010000100000000100001	0.525
0002000110101000010000300000101100100012	0100130030000000010200000101300000100300	0.55
0002000110101000010000300000101100100012	1110202200010203120110310030120001133000	0.325
0002000110101000010000300000101100100012	0000231010120020001000003010011031210000	0.45
0002000110101000010000300000101100100012	0100010000003001021100100001000021000001	0.475
0002000110101000010000300000101100100012	1000010100110000200001000000000100101000	0.625
0002000110101000010000300000101100100012	0300230010000000202100200110020000100000	0.5
0002000110101000010000300000101100100012	0100202030020000100000100000011000000001	0.55
0002000110101000010000300000101100100012	0100000330100230000000101001100203200100	0.55
0002000110101000010000300000101100100012	1311001033030201000000010101000200110001	0.4
0002000110101000010000300000101100100012	0003000033320200000220300010020001110120	0.475
0002000110101000010000300000101100100012	3100000100030210000003201011103100100010	0.575
0002000110101000010000300000101100100012	1000010013110000002301100300100010001230	0.475
0002000110101000010000300000101100100012	0130200300303100130000310003000013000000	0.475
0002000110101000010000300000101100100012	3210001000010103210010000001000001101200	0.4
0002000110101000010000300000101100100012	0332130001020130300000010010211010001013	0.4
0002000110101000010000300000101100100012	0000300102101100010002030002100001010000	0.6
0002000110101000010000300000101100100012	0010000300310000001002030000110001000000	0.525
0002000110101000010000300000101100100012	0000010000000120001001121000010000000300	0.45
0002000110101000010000300000101100100012	0000010010310013010120000010111000011210	0.525
0002000110101000010000300000101100100012	3012001001300100110000000000000001220200	0.5
0002000110101000010000300000101100100012	0111100103000000100212001011220310003010	0.375
0002000110101000010000300000101100100012	0200303000002000010000120002230200231012	0.55
0300230010000000202100200110020000100000	0101012010131010011002001002112122010000	0.325
0300230010000000202100200110020000100000	0121000130000020210001002000110030000010	0.475
0300230010000000202100200110020000100000	0000300000011010000301003000000000200100	0.55
0300230010000000202100200110020000100000	0000100100031010100301010101130020000000	0.5
0300230010000000202100200110020000100000	1000010000000001001021000110003000002000	0.6
0300230010000000202100200110020000100000	0001000000300300000000010003020000030030	0.55
0300230010000000202100200110020000100000	0300121000013000000000300210110000100002	0.65
0300230010000000202100200110020000100000	0120010210020000030011212000000102010000	0.475
0300230010000000202100200110020000100000	0000000101120000301100001000110300000310	0.5
0300230010000000202100200110020000100000	0000000010012301010123010010002001000100	0.5
0300230010000000202100200110020000100000	1010020110000000000312111030313110000011	0.4
0300230010000000202100200110020000100000	1031100111002000000120300030000001003001	0.5
0300230010000000202100200110020000100000	3011001000000001001300010132000110110000	0.5
0300230010000000202100200110020000100000	0000000000030100000011001020000000300000	0.575
0300230010000000202100200110020000100000	3001000002100000002112001002000001200000	0.525
0300230010000000202100200110020000100000	0000300101000000000303030020002001100000	0.575
0300230010000000202100200110020000100000	0100100001002101010001100100020001300330	0.525
0300230010000000202100200110020000100000	2110010101010120000010003203301010100100	0.375
0300230010000000202100200110020000100000	0000011101000000100111002020100000100120	0.525
0300230010000000202100200110020000100000	0000203300003001000100000010000000003023	0.6
0300230010000000202100200110020000100000	1001000000013113100103000002001002313020	0.375
0300230010000000202100200110020000100000	2300100001000002112001100020001001030011	0.5
0300230010000000202100200110020000100000	0000001000001031020312000210330101120100	0.45
0300230010000000202100200110020000100000	0000000003001000100210211000011100000000	0.55
0300230010000000202100200110020000100000	1030011200031110103100003031010003001100	0.4
0300230010000000202100200110020000100000	0010200003000000100200200021100000201133	0.55
0300230010000000202100200110020000100000	0000200000000301000301010020002100011100	0.5
0300230010000000202100200110020000100000	0101012000200010200130000000002000100100	0.6
0300230010000000202100200110020000100000	0020010311003001200121000000120100312000	0.525
0300230010000000202100200110020000100000	0110002020000010102100002003030000200000	0.625
0300230010000000202100200110020000100000	0030000000200001000000122002021112010100	0.425
0300230010000000202100200110020000100000	0000001010000000121000110100101003000001	0.575
0300230010000000202100200110020000100000	1002000003021200122000010003010010100031	0.45
